repositoryName,mcrTags
Novetta/CLAVIN,"[analyzer,apache,api,binding,cli,client,command-line,commons,full-text,http,index,indexing,io,json,junit,logging,lucene,mock,mocking,nlp,parser,slf4j,testing,tools]"
